,chemical_symbol,atomic_weight,atomic_number,orbitals_energy,atomic_radius,atomic_radius_empirical,boiling_point,hardness_brinell,bulk_modulus,coefficient_linear_thermal_expansion,common_oxidation_states,critical_temperature,density_solid_phase,electrical_resistivity,electron_configuration,ionic_radius,liquid_range,melting_point,mendeleev_number,hardness_mineral,molar_volume,chemical_name,oxidation_states,poisson_ratio,reflectivity,refractive_index,shear_modulus,atomic_radius_shannon,superconduction_temperature,thermal_conductivity,vdw_radius,sound_velocity,hardness_vickers,electronegativity_pauling,youngs_modulus,metallic_radius,iupac_ordering,ionization_energy,electron_affinity,ICSD_oxidation_states,NMR_quadrupole_moment
25,Fe,55.845,26,"{'1s': -254.225505, '2p': -25.551766, '2s': -29.56486, '3d': -0.295049, '3p': -2.187523, '3s': -3.360621, '4s': -0.197978}",1.4,1.56,3134 ,490 ,170 ,11.8 ,"[2, 3]",,7874 ,10 ,[Ar].3d<sup>6</sup>.4s<sup>2</sup>,"{'2': 0.92, '3': 0.785}",1323 ,1811 ,61.0,4.0,7.09 ,Iron,"[-2, -1, 1, 2, 3, 4, 5, 6]",0.29,65 ,,82 ,"{'2': {'IV': {'High Spin': {'crystal_radius': 0.77, 'ionic_radius': 0.63}}, 'IVSQ': {'High Spin': {'crystal_radius': 0.78, 'ionic_radius': 0.64}}, 'VI': {'Low Spin': {'crystal_radius': 0.75, 'ionic_radius': 0.61}, 'High Spin': {'crystal_radius': 0.92, 'ionic_radius': 0.78}}, 'VIII': {'High Spin': {'crystal_radius': 1.06, 'ionic_radius': 0.92}}}, '3': {'IV': {'High Spin': {'crystal_radius': 0.63, 'ionic_radius': 0.49}}, 'V': {'': {'crystal_radius': 0.72, 'ionic_radius': 0.58}}, 'VI': {'Low Spin': {'crystal_radius': 0.6900000000000001, 'ionic_radius': 0.55}, 'High Spin': {'crystal_radius': 0.785, 'ionic_radius': 0.645}}, 'VIII': {'High Spin': {'crystal_radius': 0.92, 'ionic_radius': 0.78}}}, '4': {'VI': {'': {'crystal_radius': 0.725, 'ionic_radius': 0.585}}}, '6': {'IV': {'': {'crystal_radius': 0.39, 'ionic_radius': 0.25}}}}",,80 ,2.04,4910 ,608,1.83,211 ,1.2770000000000001,64.0,"[7.9024681, 16.19921, 30.651, 54.91, 75.0, 98.985, 124.976, 151.06, 233.6, 262.1, 290.9, 330.8, 361.0, 392.2, 456.2, 489.312, 1262.7, 1357.8, 1460.0, 1575.6, 1687.0, 1798.4, 1950.4, 2045.759, 8828.1879, 9277.6818]",0.15323634,"[2, 3]",{'Fe-57': 160.0}
26,Co,58.933195,27,"{'1s': -275.616639, '2p': -28.152095, '2s': -32.379758, '3d': -0.322368, '3p': -2.3882849999999998, '3s': -3.651812, '4s': -0.20449699999999998}",1.35,1.52,3200 ,700 ,180 ,13.0 ,"[2, 3]",,8900 ,6 ,[Ar].3d<sup>7</sup>.4s<sup>2</sup>,"{'2': 0.885, '3': 0.75, '4': 0.67}",1432 ,1768 ,64.0,5.0,6.67 ,Cobalt,"[-1, 1, 2, 3, 4, 5]",0.31,67 ,,75 ,"{'2': {'IV': {'High Spin': {'crystal_radius': 0.72, 'ionic_radius': 0.58}}, 'V': {'': {'crystal_radius': 0.81, 'ionic_radius': 0.67}}, 'VI': {'Low Spin': {'crystal_radius': 0.79, 'ionic_radius': 0.65}, 'High Spin': {'crystal_radius': 0.885, 'ionic_radius': 0.745}}, 'VIII': {'': {'crystal_radius': 1.04, 'ionic_radius': 0.9}}}, '3': {'VI': {'High Spin': {'crystal_radius': 0.75, 'ionic_radius': 0.61}, 'Low Spin': {'crystal_radius': 0.685, 'ionic_radius': 0.545}}}, '4': {'IV': {'': {'crystal_radius': 0.54, 'ionic_radius': 0.4}}, 'VI': {'High Spin': {'crystal_radius': 0.67, 'ionic_radius': 0.53}}}}",,100 ,2.0,4720 ,1043,1.88,209 ,1.25,67.0,"[7.88101, 17.0844, 33.5, 51.27, 79.5, 102.0, 128.9, 157.8, 186.14, 275.4, 305.32, 336.1, 378.5, 410.0, 441.1, 511.96, 546.588, 1397.2, 1504.5, 1606.0, 1724.0, 1844.0, 1960.8, 2119.4, 2218.876, 9544.1833, 10012.122]",0.662265,"[1, 2, 3, 4]",{'Co-59': 420.3}
27,Ni,58.6934,28,"{'1s': -297.870824, '2p': -30.868027, '2s': -35.312112, '3d': -0.348699, '3p': -2.594158, '3s': -3.950717, '4s': -0.21076399999999998}",1.35,1.49,3186 ,700 ,180 ,13.4 ,[2],,8908 ,7.2 ,[Ar].3d<sup>8</sup>.4s<sup>2</sup>,{'3': 0.74},1458 ,1728 ,67.0,4.0,6.59 ,Nickel,"[-1, 1, 2, 3, 4]",0.31,72 ,,76 ,"{'2': {'IV': {'': {'crystal_radius': 0.6900000000000001, 'ionic_radius': 0.55}}, 'IVSQ': {'': {'crystal_radius': 0.63, 'ionic_radius': 0.49}}, 'V': {'': {'crystal_radius': 0.77, 'ionic_radius': 0.63}}, 'VI': {'': {'crystal_radius': 0.8300000000000001, 'ionic_radius': 0.6900000000000001}}}, '3': {'VI': {'Low Spin': {'crystal_radius': 0.7000000000000001, 'ionic_radius': 0.56}, 'High Spin': {'crystal_radius': 0.74, 'ionic_radius': 0.6000000000000001}}}, '4': {'VI': {'Low Spin': {'crystal_radius': 0.62, 'ionic_radius': 0.48}}}}",,91 ,1.97,4970 ,638,1.91,200 ,1.246,70.0,"[7.6398779999999995, 18.168838, 35.187, 54.92, 76.06, 108.0, 132.0, 162.0, 193.2, 224.7, 319.5, 351.6, 384.5, 429.3, 462.8, 495.4, 571.07, 607.02, 1541.0, 1646.0, 1758.0, 1880.0, 2008.1, 2130.5, 2295.6, 2399.259, 10288.8862, 10775.386]",1.1571612,"[1, 2, 3, 4]",{'Ni-61': 162.15}
28,Cu,63.546,29,"{'1s': -320.78852, '2p': -33.481247, '2s': -38.14131, '3d': -0.20227199999999998, '3p': -2.609244, '3s': -4.057453, '4s': -0.172056}",1.35,1.45,3200 ,874 ,140 ,16.5 ,[2],,8920 ,1.72 ,[Ar].3d<sup>10</sup>.4s<sup>1</sup>,"{'1': 0.91, '2': 0.87, '3': 0.68}",1842.23 ,1357.77 ,72.0,3.0,7.11 ,Copper,"[1, 2, 3, 4]",0.34,90 ,,48 ,"{'1': {'II': {'': {'crystal_radius': 0.6000000000000001, 'ionic_radius': 0.46}}, 'IV': {'': {'crystal_radius': 0.74, 'ionic_radius': 0.6000000000000001}}, 'VI': {'': {'crystal_radius': 0.91, 'ionic_radius': 0.77}}}, '2': {'IV': {'': {'crystal_radius': 0.71, 'ionic_radius': 0.5700000000000001}}, 'IVSQ': {'': {'crystal_radius': 0.71, 'ionic_radius': 0.5700000000000001}}, 'V': {'': {'crystal_radius': 0.79, 'ionic_radius': 0.65}}, 'VI': {'': {'crystal_radius': 0.87, 'ionic_radius': 0.73}}}, '3': {'VI': {'Low Spin': {'crystal_radius': 0.68, 'ionic_radius': 0.54}}}}",,400 ,1.96,3570 ,369,1.9,130 ,1.278,73.0,"[7.72638, 20.29239, 36.841, 57.38, 79.8, 103.0, 139.0, 166.0, 198.0, 232.2, 265.33, 367.0, 401.0, 436.0, 483.1, 518.7, 552.8, 632.5, 670.608, 1690.5, 1800.0, 1918.0, 2044.0, 2179.4, 2307.3, 2479.1, 2586.954, 11062.4313, 11567.613]",1.235784,"[1, 2, 3]","{'Cu-63': -220.15, 'Cu-65': -204.14}"
29,Zn,65.409,30,"{'1s': -344.969756, '2p': -36.648765, '2s': -41.531323, '3d': -0.39894399999999997, '3p': -3.022363, '3s': -4.573041, '4s': -0.22272499999999998}",1.35,1.42,1180 ,412 ,70 ,30.2 ,[2],,7140 ,6.0 ,[Ar].3d<sup>10</sup>.4s<sup>2</sup>,{'2': 0.88},487.32 ,692.68 ,76.0,2.5,9.16 ,Zinc,"[1, 2]",0.25,80 ,1.002050,43 ,"{'2': {'IV': {'': {'crystal_radius': 0.74, 'ionic_radius': 0.6000000000000001}}, 'V': {'': {'crystal_radius': 0.8200000000000001, 'ionic_radius': 0.68}}, 'VI': {'': {'crystal_radius': 0.88, 'ionic_radius': 0.74}}, 'VIII': {'': {'crystal_radius': 1.04, 'ionic_radius': 0.9}}}}",0.85 ,120 ,2.01,3700 ,,1.65,108 ,1.34,76.0,"[9.394197, 17.96439, 39.7233, 59.573, 82.6, 108.0, 133.9, 173.9, 203.0, 238.0, 274.4, 310.8, 417.6, 453.4, 490.6, 540.0, 577.8, 613.3, 697.5, 737.366, 1846.8, 1961.0, 2085.0, 2214.0, 2358.0, 2491.5, 2669.9, 2781.996, 11864.9399, 12388.929]",-0.62,[2],{'Zn-67': 150.15}
30,Ga,69.723,31,"{'1s': -370.170639, '2p': -40.093339, '2s': -45.200869, '3d': -0.736204, '3p': -3.584666, '3s': -5.241645, '4p': -0.101634, '4s': -0.328019}",1.3,1.3599999999999999,2477 ,60 ,,120 ,[3],,5904 ,about  14 ,[Ar].3d<sup>10</sup>.4s<sup>2</sup>.4p<sup>1</sup>,{'3': 0.76},2174.09 ,302.91 ,81.0,1.5,11.80 ,Gallium,"[1, 2, 3]",,,,,"{'3': {'IV': {'': {'crystal_radius': 0.61, 'ionic_radius': 0.47000000000000003}}, 'V': {'': {'crystal_radius': 0.6900000000000001, 'ionic_radius': 0.55}}, 'VI': {'': {'crystal_radius': 0.76, 'ionic_radius': 0.62}}}}",1.083 ,29 ,1.87,2740 ,,1.81,,1.35,79.0,"[5.999302, 20.51514, 30.72576, 63.241, 86.01, 112.7, 140.8, 169.9, 211.0, 244.0, 280.0, 319.0, 356.0, 471.2, 508.8, 548.3, 599.8, 640.0, 677.0, 765.7, 807.308, 2010.0, 2129.0, 2258.0, 2391.0, 2543.9, 2683.0, 2868.0, 2984.426, 12696.5575, 13239.489]",0.3012011,"[2, 3]",
31,Ge,72.64,32,"{'1s': -396.292991, '2p': -43.720129, '2s': -49.055282, '3d': -1.117316, '3p': -4.194822, '3s': -5.961472, '4p': -0.149882, '4s': -0.426523}",1.25,1.25,3093 ,,,6 ,"[-4, 2, 4]",,5323 ,about 50000 ,[Ar].3d<sup>10</sup>.4s<sup>2</sup>.4p<sup>2</sup>,"{'2': 0.87, '4': 0.67}",1881.6 ,1211.4 ,84.0,6.0,13.63 ,Germanium,"[-4, 1, 2, 3, 4]",,,,,"{'2': {'VI': {'': {'crystal_radius': 0.87, 'ionic_radius': 0.73}}}, '4': {'IV': {'': {'crystal_radius': 0.53, 'ionic_radius': 0.39}}, 'VI': {'': {'crystal_radius': 0.67, 'ionic_radius': 0.53}}}}",,60 ,2.11,5400 ,,2.01,,1.3900000000000001,84.0,"[7.899435, 15.93461, 34.0576, 45.7155, 90.5, 115.9, 144.9, 176.4, 212.5, 252.1, 286.0, 326.0, 367.0, 407.0, 527.9, 567.3, 609.1, 662.8, 706.7, 744.0, 837.1, 880.44, 2180.1, 2304.0, 2439.0, 2575.0, 2737.1, 2881.9, 3074.0, 3194.293, 13557.4208, 14119.43]",1.232676413,"[2, 3, 4]",
32,As,74.9216,33,"{'1s': -423.336658, '2p': -47.527869, '2s': -53.093086, '3d': -1.542767, '3p': -4.851725, '3s': -6.730755, '4p': -0.19749699999999998, '4s': -0.5236700000000001}",1.15,1.1400000000000001,887 ,1440 ,22 ,,"[-3, 3, 5]",1700 ,5727 ,33 ,[Ar].3d<sup>10</sup>.4s<sup>2</sup>.4p<sup>3</sup>,"{'3': 0.72, '5': 0.6000000000000001}",203 ,1090 ,89.0,3.5,12.95 ,Arsenic,"[-3, 2, 3, 5]",,,1.001552,,"{'3': {'VI': {'': {'crystal_radius': 0.72, 'ionic_radius': 0.58}}}, '5': {'IV': {'': {'crystal_radius': 0.47500000000000003, 'ionic_radius': 0.335}}, 'VI': {'': {'crystal_radius': 0.6000000000000001, 'ionic_radius': 0.46}}}}",,50 ,1.85,,,2.18,8 ,,89.0,"[9.78855, 18.5892, 28.349, 50.15, 62.77, 121.19, 147.0, 180.0, 213.0, 247.0, 296.0, 333.0, 375.0, 418.0, 460.0, 587.6, 628.8, 672.9, 728.9, 774.0, 814.0, 911.7, 956.79, 2356.9, 2486.0, 2626.0, 2766.0, 2938.0, 3088.1, 3287.0, 3411.643, 14447.678, 15028.907]",0.8048200000000001,"[2, 3, 5, -2, -3, -1]",
33,Se,78.96,34,"{'1s': -451.300258, '2p': -51.514388, '2s': -57.311948, '3d': -2.011392, '3p': -5.553517, '3s': -7.547186, '4p': -0.245806, '4s': -0.621248}",1.15,1.03,958 ,736 ,8.3 ,,"[-2, 2, 4, 6]",1766 ,4819 ,high ,[Ar].3d<sup>10</sup>.4s<sup>2</sup>.4p<sup>4</sup>,"{'-2': 1.8399999999999999, '4': 0.64, '6': 0.56}",464 ,494 ,93.0,2.0,16.42 ,Selenium,"[-2, 2, 4, 6]",0.33,,1.000895,3.7 ,"{'-2': {'VI': {'': {'crystal_radius': 1.8399999999999999, 'ionic_radius': 1.98}}}, '4': {'VI': {'': {'crystal_radius': 0.64, 'ionic_radius': 0.5}}}, '6': {'IV': {'': {'crystal_radius': 0.42, 'ionic_radius': 0.28}}, 'VI': {'': {'crystal_radius': 0.56, 'ionic_radius': 0.42}}}}",,0.52 ,1.9,3350 ,,2.55,10 ,,95.0,"[9.752392, 21.196, 31.697, 42.947, 68.3, 81.83, 155.327, 184.0, 219.0, 255.0, 291.0, 342.9, 383.0, 426.0, 473.0, 517.0, 650.5, 693.4, 739.8, 798.0, 845.8, 887.0, 989.6, 1036.36, 2540.7, 2674.0, 2820.0, 2964.0, 3146.0, 3301.8, 3507.0, 3636.526, 15367.491, 15968.084]",2.020604712,"[-1, 4, -2, 6]",
34,Br,79.904,35,"{'1s': -480.182643, '2p': -55.67796, '2s': -61.710022, '3d': -2.52211, '3p': -6.298805, '3s': -8.409057, '4p': -0.295334, '4s': -0.720066}",1.15,0.9400000000000001,332 ,,1.9 ,,"[-1, 1, 3, 5, 7]",586 ,,&gt; 10<sup>18</sup>,[Ar].3d<sup>10</sup>.4s<sup>2</sup>.4p<sup>5</sup>,"{'-1': 1.82, '3': 0.73, '5': 0.45, '7': 0.53}",66.2 ,265.8 ,98.0,,19.78 ,Bromine,"[-1, 1, 3, 4, 5, 7]",,,1.001132,,"{'-1': {'VI': {'': {'crystal_radius': 1.82, 'ionic_radius': 1.96}}}, '3': {'IVSQ': {'': {'crystal_radius': 0.73, 'ionic_radius': 0.59}}}, '5': {'IIIPY': {'': {'crystal_radius': 0.45, 'ionic_radius': 0.31}}}, '7': {'IV': {'': {'crystal_radius': 0.39, 'ionic_radius': 0.25}}, 'VI': {'': {'crystal_radius': 0.53, 'ionic_radius': 0.39}}}}",,0.12 ,1.85,,,2.96,,1.1400000000000001,100.0,"[11.81381, 21.591, 34.871, 47.782, 59.595, 87.39, 103.03, 192.61, 224.0, 261.0, 301.0, 338.0, 393.0, 436.0, 481.0, 530.0, 577.0, 716.3, 761.0, 809.8, 870.0, 920.8, 963.0, 1070.6, 1119.17, 2731.4, 2869.0, 3021.0, 3169.0, 3361.0, 3523.1, 3735.0, 3868.986, 16317.011, 16937.127]",3.3635883,"[5, -1]",
35,Kr,83.798,36,"{'1s': -509.982989, '2p': -60.017328, '2s': -66.285953, '3d': -3.074109, '3p': -7.086634, '3s': -9.315192, '4p': -0.34634000000000004, '4s': -0.8205739999999999}",,0.88,119.93 ,,,,,209.4 ,,,[Ar].3d<sup>10</sup>.4s<sup>2</sup>.4p<sup>6</sup>,,4.14 ,115.79 ,4.0,,27.99 ,Krypton,,,,1.000427,,,,0.00943 ,2.02,1120 ,,3.0,,,2.0,"[13.9996055, 24.35984, 35.838, 50.85, 64.69, 78.49, 109.13, 125.802, 233.0, 268.0, 308.0, 350.0, 391.0, 446.0, 492.0, 540.0, 591.0, 640.0, 785.0, 831.6, 882.8, 945.0, 999.0, 1042.0, 1155.0, 1205.23, 2928.9, 3072.0, 3228.0, 3380.0, 3584.0, 3752.0, 3971.0, 4109.083, 17296.421, 17936.209]",-1.02,,
36,Rb,85.4678,37,"{'1s': -540.957115, '2p': -64.784678, '2s': -71.291202, '3d': -3.915508, '3p': -8.165416, '3s': -10.513861, '4p': -0.5921700000000001, '4s': -1.135051, '5s': -0.08537499999999999}",2.35,2.65,961 ,0.216 ,2.5 ,,[1],2093 ,1532 ,13.3 ,[Kr].5s<sup>1</sup>,{'1': 1.6600000000000001},648.54 ,312.46 ,9.0,0.3,55.76 ,Rubidium,[1],,,,,"{'1': {'VI': {'': {'crystal_radius': 1.6600000000000001, 'ionic_radius': 1.52}}, 'VII': {'': {'crystal_radius': 1.7000000000000002, 'ionic_radius': 1.56}}, 'VIII': {'': {'crystal_radius': 1.75, 'ionic_radius': 1.6099999999999999}}, 'IX': {'': {'crystal_radius': 1.77, 'ionic_radius': 1.63}}, 'X': {'': {'crystal_radius': 1.8, 'ionic_radius': 1.6600000000000001}}, 'XI': {'': {'crystal_radius': 1.83, 'ionic_radius': 1.69}}, 'XII': {'': {'crystal_radius': 1.8599999999999999, 'ionic_radius': 1.72}}, 'XIV': {'': {'crystal_radius': 1.97, 'ionic_radius': 1.83}}}}",,58 ,3.03,1300 ,,0.8200000000000001,2.4 ,2.537,8.0,"[4.1771281, 27.28954, 39.247, 52.2, 68.44, 82.9, 98.67, 132.79, 150.628, 277.12, 313.1, 356.0, 400.0, 443.0, 502.0, 550.0, 601.0, 654.0, 706.0, 857.0, 905.3, 958.9, 1024.0, 1080.0, 1125.0, 1242.5, 1294.57, 3133.3, 3281.0, 3443.0, 3600.0, 3815.0, 3988.0, 4214.0, 4356.865, 18305.884, 18965.516]",0.48591621,[1],
37,Sr,87.62,38,"{'1s': -572.870169, '2p': -69.745941, '2s': -76.491823, '3d': -4.813498, '3p': -9.301863, '3s': -11.771585, '4p': -0.8444889999999999, '4s': -1.455317, '5s': -0.131793}",2.0,2.19,1655 ,,,22.5 ,[2],,2630 ,13.5 ,[Kr].5s<sup>2</sup>,{'2': 1.32},605 ,1050 ,15.0,1.5,33.94 ,Strontium,[2],0.28,,,6.1 ,"{'2': {'VI': {'': {'crystal_radius': 1.32, 'ionic_radius': 1.18}}, 'VII': {'': {'crystal_radius': 1.35, 'ionic_radius': 1.21}}, 'VIII': {'': {'crystal_radius': 1.4, 'ionic_radius': 1.26}}, 'IX': {'': {'crystal_radius': 1.45, 'ionic_radius': 1.31}}, 'X': {'': {'crystal_radius': 1.5, 'ionic_radius': 1.3599999999999999}}, 'XII': {'': {'crystal_radius': 1.58, 'ionic_radius': 1.44}}}}",,35 ,2.49,,,0.95,,2.151,14.0,"[5.69486745, 11.0302765, 42.88353, 56.28, 70.7, 88.0, 104.0, 121.21, 158.33, 177.3, 324.07, 362.0, 408.0, 454.0, 499.0, 562.0, 612.0, 665.0, 722.0, 774.0, 932.0, 982.1, 1038.0, 1105.0, 1165.0, 1211.0, 1333.4, 1387.19, 3344.7, 3497.0, 3664.0, 3830.0, 4053.0, 4232.0, 4465.0, 4612.397, 19345.588, 20025.233]",0.0520659999999999,[2],{'Sr-87': 305.2}
38,Y,88.90585,39,"{'1s': -605.631981, '2p': -74.803201, '2s': -81.789102, '3d': -5.671499, '3p': -10.399926, '3s': -12.992217, '4d': -0.108691, '4p': -1.02449, '4s': -1.697124, '5s': -0.150727}",1.8,2.12,3609 ,589 ,41 ,10.6 ,[3],,4472 ,about 60 ,[Kr].4d<sup>1</sup>.5s<sup>2</sup>,{'3': 1.04},1810 ,1799 ,25.0,,19.88 ,Yttrium,"[1, 2, 3]",0.24,,,26 ,"{'3': {'VI': {'': {'crystal_radius': 1.04, 'ionic_radius': 0.9}}, 'VII': {'': {'crystal_radius': 1.1, 'ionic_radius': 0.96}}, 'VIII': {'': {'crystal_radius': 1.159, 'ionic_radius': 1.019}}, 'IX': {'': {'crystal_radius': 1.215, 'ionic_radius': 1.075}}}}",1.3  (under pressure),17 ,2.32,3300 ,,1.22,64 ,1.8,48.0,"[6.21726, 12.2236, 20.52441, 60.6072, 75.35, 91.39, 110.02, 128.12, 145.64, 185.7, 205.814, 374.04, 414.0, 463.0, 512.0, 559.0, 624.0, 677.0, 733.0, 790.0, 847.0, 1010.0, 1061.9, 1120.2, 1190.0, 1253.0, 1300.0, 1427.6, 1483.12, 3562.9, 3720.0, 3892.0, 4060.0, 4299.0, 4484.0, 4724.0, 4875.731, 20415.717, 21115.55]",0.30712,[3],
39,Zr,91.224,40,"{'1s': -639.292236, '2p': -80.010043, '2s': -87.237062, '3d': -6.544643, '3p': -11.514415, '3s': -14.230432, '4d': -0.150673, '4p': -1.186597, '4s': -1.918971, '5s': -0.16239099999999998}",1.55,2.06,4682 ,650 ,,5.7 ,[4],,6511 ,43.3 ,[Kr].4d<sup>2</sup>.5s<sup>2</sup>,{'4': 0.86},2554 ,2128 ,49.0,5.0,14.02 ,Zirconium,"[1, 2, 3, 4]",0.34,,,33 ,"{'4': {'IV': {'': {'crystal_radius': 0.73, 'ionic_radius': 0.59}}, 'V': {'': {'crystal_radius': 0.8, 'ionic_radius': 0.66}}, 'VI': {'': {'crystal_radius': 0.86, 'ionic_radius': 0.72}}, 'VII': {'': {'crystal_radius': 0.92, 'ionic_radius': 0.78}}, 'VIII': {'': {'crystal_radius': 0.98, 'ionic_radius': 0.84}}, 'IX': {'': {'crystal_radius': 1.03, 'ionic_radius': 0.89}}}}",0.61 ,23 ,2.23,3800 ,903,1.33,68 ,1.6019999999999999,51.0,"[6.634126, 13.13, 23.17, 34.41836, 80.348, 96.38, 112.0, 133.7, 153.0, 172.02, 214.9, 236.252, 426.0, 470.0, 520.0, 573.0, 622.0, 690.0, 745.0, 803.0, 863.0, 922.0, 1092.0, 1144.7, 1205.4, 1277.0, 1344.0, 1392.0, 1525.1, 1582.37, 3788.0, 3950.0, 4127.0, 4300.0, 4553.0, 4744.0, 4991.0, 5146.935, 21516.469, 22236.678]",0.433289,"[2, 3, 4]",
40,Nb,92.90638,41,"{'1s': -673.76253, '2p': -85.272175, '2s': -92.74086, '3d': -7.339839, '3p': -12.552855, '3s': -15.393727, '4d': -0.125252, '4p': -1.250049, '4s': -2.036693, '5s': -0.14427199999999998}",1.45,1.98,5017 ,736 ,170 ,7.3 ,[5],,8570 ,15.2 ,[Kr].4d<sup>4</sup>.5s<sup>1</sup>,"{'3': 0.86, '4': 0.8200000000000001, '5': 0.78}",2267 ,2750 ,53.0,6.0,10.83 ,Niobium,"[-1, 2, 3, 4, 5]",0.40,,,38 ,"{'3': {'VI': {'': {'crystal_radius': 0.86, 'ionic_radius': 0.72}}}, '4': {'VI': {'': {'crystal_radius': 0.8200000000000001, 'ionic_radius': 0.68}}, 'VIII': {'': {'crystal_radius': 0.93, 'ionic_radius': 0.79}}}, '5': {'IV': {'': {'crystal_radius': 0.62, 'ionic_radius': 0.48}}, 'VI': {'': {'crystal_radius': 0.78, 'ionic_radius': 0.64}}, 'VII': {'': {'crystal_radius': 0.8300000000000001, 'ionic_radius': 0.6900000000000001}}, 'VIII': {'': {'crystal_radius': 0.88, 'ionic_radius': 0.74}}}}",9.25 ,54 ,2.18,3480 ,1320,1.6,105 ,1.473,54.0,"[6.75885, 14.32, 25.04, 37.611, 50.5728, 102.069, 119.1, 136.0, 159.2, 180.0, 200.28, 246.1, 268.59, 482.5, 530.0, 581.0, 636.0, 688.0, 758.0, 816.0, 877.0, 940.0, 1000.0, 1176.0, 1230.6, 1293.7, 1368.0, 1439.0, 1488.0, 1625.9, 1684.97, 4020.1, 4187.0, 4369.0, 4540.0, 4815.0, 5011.0, 5265.0, 5426.066, 22648.046, 23388.801]",0.917407,"[2, 3, 4, 5]",
41,Mo,95.94,42,"{'1s': -709.232119, '2p': -90.791541, '2s': -98.503638, '3d': -8.257721, '3p': -13.71481, '3s': -16.681545, '4d': -0.15334699999999998, '4p': -1.39005, '4s': -2.234824, '5s': -0.14788}",1.45,1.9,4912 ,1500 ,230 ,4.8 ,"[4, 6]",,10280 ,5.5 ,[Kr].4d<sup>5</sup>.5s<sup>1</sup>,"{'3': 0.8300000000000001, '4': 0.79, '5': 0.75, '6': 0.73}",2016 ,2896 ,56.0,5.5,9.38 ,Molybdenum,"[-2, -1, 1, 2, 3, 4, 5, 6]",0.31,58 ,,20 ,"{'3': {'VI': {'': {'crystal_radius': 0.8300000000000001, 'ionic_radius': 0.6900000000000001}}}, '4': {'VI': {'': {'crystal_radius': 0.79, 'ionic_radius': 0.65}}}, '5': {'IV': {'': {'crystal_radius': 0.6000000000000001, 'ionic_radius': 0.46}}, 'VI': {'': {'crystal_radius': 0.75, 'ionic_radius': 0.61}}}, '6': {'IV': {'': {'crystal_radius': 0.55, 'ionic_radius': 0.41000000000000003}}, 'V': {'': {'crystal_radius': 0.64, 'ionic_radius': 0.5}}, 'VI': {'': {'crystal_radius': 0.73, 'ionic_radius': 0.59}}, 'VII': {'': {'crystal_radius': 0.87, 'ionic_radius': 0.73}}}}",0.915 ,139 ,2.17,6190 ,1530,2.16,329 ,1.4020000000000001,57.0,"[7.09243, 16.16, 27.13, 40.33, 54.417, 68.82704, 125.638, 143.6, 164.12, 186.3, 209.3, 230.28, 279.1, 302.6, 544.0, 591.0, 646.0, 702.0, 758.0, 829.0, 890.0, 953.0, 1019.0, 1082.0, 1263.0, 1319.6, 1385.1, 1462.0, 1537.0, 1587.0, 1730.1, 1790.93, 4259.0, 4430.0, 4618.0, 4800.0, 5084.0, 5287.0, 5548.0, 5713.194, 23810.654, 24572.156]",0.74733,"[2, 3, 4, 5, 6]",
42,Tc,98.0,43,"{'1s': -745.742024, '2p': -96.61021, '2s': -104.567508, '3d': -9.33986, '3p': -15.041738, '3s': -18.135303, '4d': -0.270262, '4p': -1.64323, '4s': -2.550712, '5s': -0.183636}",1.35,1.83,4538 ,,,,"[4, 7]",,11500 ,about 22 ,[Kr].4d<sup>5</sup>.5s<sup>2</sup>,"{'4': 0.785, '5': 0.74, '7': 0.7000000000000001}",2108 ,2430 ,59.0,,8.63 ,Technetium,"[-3, -1, 1, 2, 3, 4, 5, 6, 7]",,,,,"{'4': {'VI': {'': {'crystal_radius': 0.785, 'ionic_radius': 0.645}}}, '5': {'VI': {'': {'crystal_radius': 0.74, 'ionic_radius': 0.6000000000000001}}}, '7': {'IV': {'': {'crystal_radius': 0.51, 'ionic_radius': 0.37}}, 'VI': {'': {'crystal_radius': 0.7000000000000001, 'ionic_radius': 0.56}}}}",7.8 ,51 ,2.16,,,1.9,,1.363,60.0,"[7.11938, 15.26, 29.55, 41.0, 57.0, 72.0, 88.0, 150.0, 169.0, 189.9, 214.0, 239.0, 262.08, 311.0, 338.55, 604.0, 655.0, 713.0, 773.0, 829.0, 904.0, 968.0, 1032.0, 1102.0, 1166.0, 1354.0, 1411.6, 1479.5, 1559.0, 1638.0, 1689.0, 1838.0, 1900.28, 4505.0, 4681.0, 4874.0, 5060.0, 5361.0, 5570.0, 5838.0, 6008.391, 25004.533, 25786.99]",0.552,,
